	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84
28	-0.2036	-322.36562	-2.5746	-0.00366	-0.04626	-0.00158	-0.47783	460.81625	-1.50022	0.00316	0.0756	0.00151	-0.32702	-799.35823	0.00807	-0.00654	-0.16843	-0.0004	-0.05994	-184.50002	1.22076	-0.00079	-0.04249	-0.0001	0.40937	-278.88309	-0.2104	-0.00136	-0.04005	-0.0005	0.41059	103.71271	-0.54382	0.0023	0.05233	0.00057	-0.21104	365.13254	0.59515	0.00287	0.06753	-0.00152	-0.08811	179.50985	0.31754	0.00229	0.05906	0.00067	-0.74242	-77.74918	-1.55527	-0.00332	-0.09584	-0.00113	0.1626	-467.00396	-0.9204	-0.00148	-0.02846	0.00022	0.39155	-312.40512	6.5114	-0.00478	-0.16453	-0.00021	-1.29583	413.62604	-8.47093	0.00689	0.15025	1e-05	1.57107	67.94404	7.9184	-0.00076	-0.00248	1e-05	-2.85922	290.09804	-7.7616	-0.00109	-0.00566	-1e-05
29	-0.27052	-105.34794	-1.87197	-0.001	-0.00527	0.0	-0.5986	-126.25632	-3.31751	-0.00098	-0.02033	-0.00028	0.40379	-113.34306	3.89484	-0.00076	-0.0378	0.0001	-0.32652	27.89717	-0.21006	0.00049	-0.0026	-2e-05	-0.16249	145.49011	-3.77449	0.00028	0.03069	-0.00038	0.40838	-280.69148	1.12388	-0.00274	-0.06965	0.00034	-0.27479	524.12736	-0.31366	0.00351	0.06746	-0.00076	-0.09586	-667.02651	-0.47335	-0.00487	-0.12603	-0.00113	0.02077	-656.64056	0.26707	-0.00249	-0.07656	0.00027	-0.51089	424.42044	0.54644	0.00431	0.03985	-0.00038	0.84456	103.12861	0.32951	0.00185	0.09689	-0.00067	1.48206	150.46333	2.4364	-0.00128	0.10064	-0.00182	-0.73526	-1373.48222	0.82251	-0.01013	-0.30933	0.00044	-3.20154	1116.00444	-6.14516	0.01222	0.2363	7e-05
30	-0.60863	-11.75489	-4.61183	-0.00022	-0.01745	-0.00011	0.45519	-371.89622	3.89422	-0.00224	-0.05375	-4e-05	-0.22599	283.18973	-1.78607	0.00116	0.03995	-8e-05	0.0341	160.79095	0.16033	0.00084	0.0276	0.0001	-0.17612	-416.5186	-0.393	-0.00206	-0.06732	-3e-05	-0.18576	-13.83804	-1.18107	-0.00022	-0.00427	-0.0	0.08514	521.50165	0.4501	0.00312	0.09709	0.00011	-0.43942	-287.40703	-2.93069	-0.00175	-0.0573	-0.00014	0.56797	-639.80727	3.9476	-0.00363	-0.07402	1e-05	-0.68266	201.842	-6.7968	0.00168	0.04537	1e-05	1.17414	-11.8816	9.4831	-9e-05	-0.02009	0.00021	-0.96048	-785.06427	-9.89373	-0.00303	-0.08526	-0.00028	1.56891	61.6274	12.3306	0.00046	-0.04004	2e-05	-1.8033	1314.1224	-7.8384	0.00856	0.2126	0.00014
31	0.08343	601.54673	-1.04151	0.00416	0.12154	-0.00167	-0.51424	-9.2655	-1.68824	-0.00055	-0.0261	8e-05	-0.02083	-812.12037	0.50871	-0.00502	-0.14635	-0.00192	-0.08347	-661.7196	-0.80401	-0.00365	-0.11815	-0.00098	0.44281	-546.50124	1.72516	-0.00214	-0.02993	-0.001	-0.04949	279.68723	0.13791	0.00167	0.06954	0.00053	-0.91647	408.23459	-3.22026	0.00131	0.04812	0.00072	0.14132	521.17152	1.79359	0.00118	0.03384	0.00189	0.30138	8.72044	2.00569	-0.0021	-0.05247	0.00296	-0.15781	318.22868	-1.08026	0.00259	0.05451	-0.00371	0.29754	-124.9264	0.24216	0.00225	0.04436	-0.0017	-0.64939	50.20988	-2.14859	0.00195	-0.03496	0.00066	-0.37362	-1126.12027	0.78474	-0.00828	-0.25979	-0.00076	0.57748	-1451.75934	1.58641	-0.01233	-0.27763	0.00119
32	-0.00807	-543.8972	0.22652	-0.00248	-0.10098	-0.00151	-0.04277	316.73669	-0.55862	0.00105	0.05554	0.00072	-0.12819	-485.40193	-0.91412	-0.00197	-0.04705	-9e-05	-0.53914	-79.66667	-3.25965	-6e-05	-0.00798	-0.0039	0.077	97.75004	0.33964	0.00057	0.01252	-0.00241	-0.26718	95.3541	-0.16477	-5e-05	-0.02632	0.00189	0.20506	515.62276	-0.03546	0.00266	0.08432	-0.00329	0.07469	-496.32639	2.93328	-0.00337	-0.09205	0.00594	-0.45912	5.28173	-2.25629	-0.00117	-0.01156	0.00124	-0.18638	-211.01662	-2.63142	-6e-05	0.00778	-0.00097	0.37139	-226.89232	-1.02862	-0.00058	-0.02522	0.00175	0.39482	609.84018	2.5896	0.00175	0.05061	-0.00226	0.04546	281.27018	3.38071	0.0016	0.05894	-0.0043	-0.04056	-662.35182	-0.56196	-0.00072	-0.04994	-0.00103
33	-0.56829	-305.05374	-1.86497	-0.0035	-0.10043	-0.00068	0.04942	-33.81483	-0.16254	-8e-05	-0.01862	-0.00051	0.33849	-110.6561	-2.05277	0.00065	0.04038	0.0005	-0.54727	-708.58087	1.46497	-0.00606	-0.2033	7e-05	-0.1554	612.604	-1.99842	0.00523	0.1426	0.0	0.38513	104.71129	3.91581	-0.0008	-0.00394	-0.00044	-0.58101	16.97565	-2.75866	0.00109	0.03047	-0.0005	0.23735	210.92983	1.79094	0.00228	0.07804	0.00045	-0.46888	-904.18293	-3.81249	-0.00517	-0.1358	0.00054	0.14606	300.2888	1.85031	0.00339	0.04751	-0.00128	0.22961	-416.3366	1.44568	-0.00396	-0.07618	7e-05	-0.31133	463.4324	1.18018	0.00087	-0.01556	0.00027	-0.63412	530.0984	-9.95982	0.00297	0.10918	-0.00034	0.51603	-278.5536	11.90684	-0.00094	0.00739	0.00069
34	-0.15998	-88.11283	-0.01627	-0.0009	-0.02924	-0.00106	-0.4641	-67.48025	-1.84915	-0.00022	-0.0024	0.00086	0.09479	-266.2604	-0.75889	-0.00104	-0.03286	-0.00244	-0.03207	-509.77658	-1.04313	-0.0024	-0.07407	-0.00102	0.0523	223.1284	0.11011	0.002	0.05865	-0.00176	0.39999	66.12427	2.69741	-0.00022	-0.01765	-0.00162	-0.20856	504.6856	0.00986	0.00074	0.0367	0.00203	-0.51471	51.47589	-1.83937	0.001	0.02116	-0.00068	0.25735	-382.2404	0.57444	-0.00163	-0.03754	0.00563	-0.04162	122.5264	-1.31156	0.00058	0.0151	-0.00149	-0.05913	-334.0504	0.06944	-0.00016	-0.02045	-0.00145	0.07714	49.26027	0.77	-0.00039	0.00063	-0.00266	0.2429	413.6696	2.20111	0.0011	0.02492	0.00058	-0.39766	-357.9744	-2.48889	-0.00145	-0.0194	0.00274
35	0.33053	-16.17346	0.62989	0.00018	0.02392	3e-05	-0.62799	-29.5616	-3.11023	0.00024	0.00044	-0.0001	-0.78018	-129.88893	-1.06716	-0.0018	-0.07164	-7e-05	0.8007	-65.27087	3.98345	-0.00135	-0.01748	-7e-05	-0.14808	260.0268	-0.28589	0.00228	0.05394	-2e-05	-0.67968	-165.33827	-4.54745	-0.00096	-0.02725	-5e-05	-1.18012	107.73915	-1.23549	-0.00028	-0.03575	0.0001	0.70653	-66.39274	2.34161	-0.00013	-0.01521	0.00013	-0.4251	-489.2236	-1.3676	-0.0046	-0.13433	-0.00018	-1.21577	-1.9008	-5.57076	0.00074	0.01133	-0.00014	-0.90468	-366.3516	-0.32266	-0.00366	-0.12292	0.0001	1.50482	557.9104	5.26773	0.00372	0.12144	6e-05	1.91284	-249.0176	4.26518	7e-05	0.01478	-0.00022	1.43146	-634.4576	0.03884	0.00013	0.10368	0.00015
36	0.02618	-341.27353	-0.43643	-0.00166	-0.02357	4e-05	-0.42699	-251.07088	-2.33231	-0.00088	-0.03086	0.00029	0.32214	-59.16407	3.5575	-0.00047	-0.0313	-1e-05	0.41104	313.82598	2.19364	0.00113	0.01593	-0.00029	-0.20203	-521.97702	-2.905	-0.00198	-0.00981	-8e-05	-0.5361	453.1233	-4.44	0.002	0.06106	-0.00038	0.16656	68.51863	1.5525	0.00033	-0.02098	-0.00042	-0.03464	-407.57567	-0.44857	-0.00217	-0.07419	-0.00049	-0.95948	-376.83173	-7.25167	-0.00199	-0.04188	0.00051	-0.38094	1069.06791	-0.488	0.00457	0.11075	-0.00092	0.76811	-365.08162	4.89	-0.00148	-0.0526	-0.00013	-0.63899	-557.71729	-5.13667	-0.00139	-0.01719	-0.00056	-0.45164	322.50038	0.0	0.00067	-0.00313	-4e-05	1.12788	269.17871	9.28	0.00036	-0.00126	-0.00018
37	-0.03587	-323.73677	-1.11681	-0.00195	-0.0438	-0.00056	0.03261	-16.21634	-0.68242	-2e-05	0.00948	-0.00098	-0.09393	-329.09416	-0.42384	-0.00161	-0.05773	0.0002	-0.11855	584.02491	0.18471	0.00319	0.06751	0.00013	-0.07787	-426.00369	-1.40976	-0.00235	-0.05323	-0.00049	-0.07566	161.57707	0.35967	-0.00088	0.00406	-0.00051	0.16353	198.47384	1.23938	0.00223	0.03257	0.00108	-0.00535	-16.37049	-0.49653	-0.00014	-0.00758	-0.00126	0.15213	-612.44771	1.54538	-0.0031	-0.06281	-0.00108	0.00399	-29.16516	-1.94862	-8e-05	0.01516	0.00071	-0.12349	611.95584	-1.12062	0.00481	0.11041	5e-05	0.01706	37.8824	1.73182	-0.00131	-0.01654	-3e-05	-0.04966	-709.71516	0.61038	-0.00737	-0.16156	0.00094	0.02141	-1028.72782	-1.28529	-0.00685	-0.16408	0.00077
38	-0.16128	23.426	-0.18049	-0.00105	-0.02288	-0.00022	-0.07649	284.17666	0.02628	0.00149	0.02536	-0.00028	-0.03392	-29.5459	0.37818	-0.00079	-0.02141	3e-05	0.01872	237.60701	0.41594	0.00208	0.03171	-0.00036	0.08405	-417.28562	-0.16256	-0.00199	-0.04143	0.00036	-0.33324	-126.22351	-2.56286	0.00037	-0.02301	-0.00072	0.52115	-626.08846	1.89334	-0.00374	-0.07115	-0.00029	-0.17753	-339.01043	-2.46135	-0.00137	-0.01335	-0.00035	-0.13962	-56.77151	-3.08449	-0.00026	0.02833	0.00021	-0.73426	68.10311	-2.49142	0.00079	-0.02034	0.00044	0.26867	-760.74196	1.19801	-0.00554	-0.11169	-0.00011	0.4766	235.44338	2.0864	0.00131	0.05663	6e-05	-1.34709	644.61138	-7.05716	0.00351	0.10212	0.00012	1.17565	18.95538	9.88418	-0.00274	-0.05692	1e-05
39	-0.17017	-222.18183	-1.22306	-0.00157	-0.01096	0.00262	-0.19704	-21.78163	-1.07557	-4e-05	0.02086	-0.0007	0.13833	419.6736	2.24496	0.00131	-0.0052	-0.00021	-0.40313	-483.48658	-1.61352	-0.00351	-0.07328	0.00015	0.03153	-296.8948	-0.45762	-0.0004	-0.02861	-0.00022	0.30846	216.55738	2.22396	0.00072	-0.02446	0.00014	-0.01672	-556.15865	-1.33632	-0.00214	-0.03109	0.0001	-0.16271	-222.48069	-0.56458	-0.00205	-0.04309	-0.0013	0.04228	721.20827	1.13196	0.00336	0.09053	-0.00202	-0.10345	-734.6372	-1.25129	-0.00255	-0.06522	-0.00112	-0.07253	239.2546	0.10901	0.00156	0.03781	-0.0027	0.11171	353.74093	0.63262	0.00127	0.03907	-0.00638	-0.11151	-198.8664	-1.08516	-0.00013	-0.01532	-0.00504	-0.22797	199.5716	-0.93982	0.00176	0.04775	-0.0001
40	-0.17817	525.90065	-1.04229	0.00312	0.06418	-0.00012	0.00916	-610.41018	1.98902	-0.00544	-0.13029	0.0002	0.06099	-134.7111	0.35154	-6e-05	-0.03832	-0.00041	-0.25967	-69.75303	-1.11583	0.00038	0.00352	0.00034	0.35855	-671.41249	2.56144	-0.00563	-0.12127	-0.00061	-0.10339	-575.23582	-1.25136	-0.00477	-0.08874	-0.00015	-0.10067	755.82409	0.24688	0.00667	0.1681	-0.00068	-0.53452	1230.03923	-2.37796	0.0092	0.1718	-0.0005	0.04621	-297.15338	-1.1214	-0.00323	-0.02649	-7e-05	-0.00583	-836.75956	-2.33702	-0.00754	-0.10359	0.00019	-0.13923	83.21518	-3.31912	0.00256	0.02576	0.00041	0.1154	-1021.94649	-1.99307	-0.00941	-0.1432	-2e-05	-0.49766	-1824.94516	-6.00396	-0.01558	-0.26507	0.00025	0.28419	-405.35182	-1.68862	0.00416	0.12454	0.00038
41	0.0254	-125.11588	-0.80883	0.00021	0.00208	0.0	-0.29566	-72.92612	-0.2625	-0.00077	-0.03384	0.00093	-0.19487	210.32989	0.24519	0.00058	0.00765	-0.00111	-0.2286	-337.40658	-1.56708	-0.00223	-0.07163	-0.00186	-0.25186	220.60544	-0.74068	0.00094	0.03612	0.00087	0.48696	-463.37202	1.773	-0.00207	-0.05435	-0.00112	0.18581	-531.86621	0.17583	-0.00256	-0.05591	0.00185	0.0401	284.45496	-0.15375	0.00092	0.03345	-0.00222	-0.03438	-420.8921	-0.34321	-0.00183	-0.06003	-0.0019	-0.1044	-112.5084	-0.60667	-0.00031	-0.00535	-0.00138	-0.21212	395.99791	-2.9625	0.00239	0.07259	-0.00149	0.01434	-16.57043	0.34125	-4e-05	-0.00631	0.0021	0.00562	-127.63309	0.31417	-0.0006	-0.02158	0.00203	0.0405	316.61754	0.4225	0.00167	0.0395	0.00233
42	-0.16919	90.59968	1.31719	0.00084	0.00639	-0.00018	-0.54555	-165.15658	-1.38919	-0.00174	-0.06433	2e-05	-0.33557	-124.09306	-1.93379	-0.002	-0.07786	3e-05	0.46601	-292.21677	-0.09753	-0.0023	-0.02661	-8e-05	0.60238	127.56311	-0.41582	0.00169	0.09702	0.0	-0.21167	9.96148	-1.94966	-2e-05	0.01507	-0.00028	-0.6386	-483.04389	-1.95754	-0.00459	-0.14462	9e-05	-0.46683	-205.63937	-1.39005	-0.00112	-0.0437	-0.0002	0.89877	-381.90667	4.24771	-0.00144	-0.01609	0.00011	-0.13409	397.11644	3.16151	0.0043	0.09581	-0.00031	-0.31897	850.20944	-0.44446	0.00603	0.15795	0.00063	-0.33652	-343.26333	-3.54173	-0.00297	-0.11417	0.00031	0.05618	-270.20056	-0.01062	-0.00165	-0.02244	-0.00108	0.57733	104.65778	2.53871	-0.00111	-0.01118	0.00053
43	0.2309	-45.69977	1.0366	-0.00101	-0.00981	2e-05	0.19268	-295.999	0.60452	-0.00166	-0.04902	3e-05	-0.28603	-18.78038	-0.70607	-0.0	-0.00124	3e-05	-0.53586	89.82527	-1.52695	0.00091	-0.01161	0.00019	-0.17845	-346.71762	-1.9212	-0.00278	-0.04041	-0.00012	0.06981	4.66729	0.03804	0.00017	0.01158	-0.00019	-0.32785	241.75218	-1.69465	0.00305	0.0621	-0.00011	0.17206	116.94713	-1.4924	0.00114	0.02671	-0.0002	-0.50643	-266.51971	-1.5244	-0.00253	-0.07183	-0.0	-1.14435	238.12471	-4.2204	-0.00096	-0.04464	-0.00016	-0.24454	-145.08516	0.4756	0.00086	-0.00515	-0.00026	-0.12886	-719.40271	4.36293	-0.00592	-0.18674	-8e-05	1.81798	414.53718	4.0836	0.00304	0.14716	-0.00011	2.87358	709.13418	4.0836	0.00567	0.26952	-9e-05
44	-0.37098	-231.35008	-2.80268	-0.00103	-0.0276	-0.00061	0.24961	-237.03889	2.20372	-0.002	-0.06723	-0.00032	-0.37197	-377.40139	-2.3261	-0.00259	-0.05107	-7e-05	-0.0911	-160.14404	-1.14928	9e-05	-0.00283	-6e-05	0.10224	607.61778	0.14264	0.00356	0.08534	-0.00052	-0.26741	-225.21	-3.83908	-0.00117	-0.01121	-0.00101	0.27827	-82.26722	3.97068	-0.00097	-0.03549	-2e-05	-0.09304	-313.81984	-2.92544	-0.0027	-0.01023	-0.00023	0.18321	168.61389	4.43484	0.00217	-0.02577	-0.00136	-0.47492	-31.20889	-1.51182	5e-05	-0.02035	-0.00083	0.2197	742.51944	-1.63266	0.00427	0.17939	0.00551	-0.44576	341.83333	-1.08649	0.00194	0.01359	-0.00167	1.30776	-1145.43056	2.75451	-0.00881	-0.09236	0.00043	-0.9097	-2093.30556	-1.00516	-0.00903	-0.41963	-0.00228
45	1.21649	-13.84854	3.75143	0.00109	0.05533	-0.00031	0.61726	-46.45486	2.00923	-0.0001	0.01417	0.00013	-0.27732	46.97977	1.2375	0.0005	0.00117	0.00018	-0.61218	-426.13495	-1.16364	-0.00454	-0.15309	-0.00032	-1.26171	-247.6794	-3.501	-0.00309	-0.10532	0.00017	-1.24885	-33.97062	-3.46444	-0.0003	-0.03607	-6e-05	-0.97323	-315.85215	-5.045	-0.00177	-0.05767	-0.00023	-0.59134	379.9476	-3.48286	0.00248	0.07852	0.00021	-0.2858	446.36193	-1.045	0.00377	0.096	-0.00018	0.12711	-185.202	-0.636	0.00036	0.01639	-0.00014	0.79663	460.9801	0.695	0.0013	0.05875	0.00026	1.00914	-97.0004	2.66	-2e-05	-0.01162	-0.00019	0.76581	-264.7304	1.54	-0.0022	-0.04296	9e-05	0.06745	-737.8844	-2.86	-0.00445	-0.07342	0.00023
46	0.0389	-343.63714	-1.91511	-0.00107	0.008	0.00029	-0.05172	113.19154	-1.41551	-0.00026	0.00959	-0.00067	-0.05901	301.24667	-0.46454	0.00369	0.07536	0.00015	-0.05138	-85.76545	1.76727	-0.00082	-0.0321	0.00039	-0.00165	-523.54	-1.99782	-0.00321	-0.06588	-0.00041	0.4684	460.95667	1.31166	0.00301	0.06411	-0.00095	-0.09766	-172.39625	0.00951	-0.0009	-0.03742	9e-05	-0.59892	-145.54	-2.81839	-0.00241	-0.05001	-0.00036	0.34605	95.83833	1.14873	0.00104	0.04207	-0.00083	-0.29301	-423.382	-0.71289	-0.00224	-0.05998	-1e-05	-0.07053	-177.4875	3.07184	-0.00346	-0.1395	0.00066	-0.89472	-856.85333	-2.48938	-0.00684	-0.15877	0.00021	-0.55586	-389.055	2.54451	-0.00733	-0.25447	-0.00013	-3.2759	385.14	-7.02116	5e-05	-0.04678	-0.00012
47	0.30959	-270.427	0.10326	-0.00215	-0.04769	0.00046	0.36242	-50.71672	2.88102	-0.00114	-0.01219	2e-05	-0.11756	-19.93818	-0.0621	-0.00041	-0.01688	-0.0002	-0.17901	-244.79523	-1.40596	-0.00139	-0.05034	0.00064	-0.15372	-190.50982	-0.0222	-0.00277	-0.06605	-0.00016	-0.5771	101.07982	-4.70627	0.00329	0.07992	-0.00042	-0.36751	166.93021	-0.59185	0.00038	0.00933	-0.0005	-0.60629	-131.95034	-4.16874	0.0004	0.01249	-0.00052	0.01777	347.59516	0.15007	0.0005	0.02911	-0.0008	-0.01385	-3.90249	0.1412	0.00129	0.01865	-0.00106	0.07071	-854.12329	0.1949	-0.00703	-0.12632	-0.00033	0.01677	264.96249	1.5764	0.00344	0.07458	-0.00021	0.04683	-248.83662	-0.0896	-0.00039	-0.03144	-0.00017	0.3167	330.90738	4.7684	0.00058	0.02921	-0.00059
48	-0.02544	41.55223	0.28714	0.00056	0.02085	-0.00036	-0.65769	-343.38357	-1.28308	-0.00288	-0.12284	-7e-05	0.25458	-333.33821	0.08083	-0.00208	-0.06097	0.00047	0.38932	-88.29728	-0.58455	0.00053	0.05174	0.00011	-0.13209	152.57084	-2.532	0.00047	0.03114	-0.00075	-0.91312	-119.90034	-2.59333	-0.00045	-0.03935	0.00012	-0.28647	496.14576	-0.0125	0.00278	0.0546	-0.00118	0.47663	126.86018	3.14714	0.0001	0.00345	-0.00012	-0.68857	-264.32827	-1.58	-0.00161	-0.05378	0.00015	0.20187	-292.15422	-0.058	-0.00247	-0.0718	-0.00027	0.47695	-514.12316	3.9575	-0.00118	-0.0273	-0.00045	-0.21226	243.47529	-4.26667	0.00072	0.04685	0.00038	0.17983	71.30684	0.915	0.00094	0.02845	0.00016	0.05418	906.41618	-0.05	0.00575	0.15727	0.00092
49	0.03204	-392.10177	-0.32172	-0.00221	-0.05151	0.00019	-0.23414	408.45676	-0.50016	0.00239	0.05949	-0.0008	0.88249	-110.0849	3.30777	-0.00029	0.01701	0.00027	0.21743	-89.05583	0.20241	0.00012	0.002	0.00055	-0.37906	-190.62709	-1.16882	-0.00102	-0.04899	-0.00019	-0.03142	-77.1624	-0.29247	0.0002	0.01787	-0.00066	-0.13934	-72.52437	-0.20554	-0.00039	-0.00672	0.00036	-0.32866	-455.38938	-1.45805	-0.00364	-0.10815	0.00039	-0.5797	697.44182	-2.88307	0.00363	0.10289	-0.00057	-0.66071	-689.96796	-4.88249	-0.00472	-0.12738	-0.00086	-0.50791	998.16838	0.78821	0.00428	0.07974	-0.00137	-0.37485	-1000.03729	-3.01129	-0.00524	-0.18004	-0.00075	-0.96067	542.70071	-4.13929	0.00143	0.01101	0.0004	-0.77707	-1180.50596	1.41338	-0.00636	-0.27903	0.00044
50	0.03365	-27.28931	-0.03413	-0.00055	-0.00438	-8e-05	-0.12482	-149.22037	-0.76376	-0.0008	-0.03072	8e-05	-0.10089	43.8284	-1.36917	0.00072	0.02115	-0.00023	0.04894	209.5124	1.85414	0.00117	0.02579	0.0001	0.17978	-325.6472	1.07911	-0.00197	-0.04206	-0.0002	-0.00667	-176.70249	-0.4	-0.00159	-0.03693	0.00012	-0.21397	137.1129	-2.01389	0.0009	0.03834	-0.00013	-0.08247	-78.88846	0.53778	-0.00079	-0.03845	0.00026	-0.15045	-511.6656	-0.19111	-0.00301	-0.09902	-0.00013	0.07812	-309.4968	0.30444	-0.00142	-0.04416	-7e-05	-0.07971	222.5994	-2.22556	0.00172	0.05546	-0.00029	-0.03913	304.3944	-0.30222	0.00158	0.03451	0.00016	-0.11559	165.7044	-0.48889	0.00051	-0.00308	0.00019	-0.34498	-250.3656	-1.04889	-0.00269	-0.11585	0.00026
51	0.25475	-71.52469	1.44226	-0.0011	-0.01301	-0.00094	-0.03009	-158.27609	0.10578	-0.00107	-0.03238	-0.00056	-0.2742	50.2146	-0.27877	0.00071	0.00082	-1e-05	-0.43586	-235.38713	-2.27124	-0.00093	-0.05191	-0.00097	0.06786	-237.1482	-0.5686	-0.00184	-0.03071	0.00101	0.00753	429.00738	-0.49471	0.00251	0.08912	0.00048	0.21336	207.83435	0.20815	0.00131	0.04829	-0.00085	-0.20464	-379.44411	-0.97446	-0.00182	-0.07559	-0.00026	-0.60184	117.4066	-2.67893	0.00132	0.01073	-0.0005	-0.75177	-270.8684	-2.88	-0.00118	-0.06841	0.00038	-0.22283	-293.5689	-1.2056	-0.00165	-0.06495	0.0004	0.79903	297.36027	2.61973	0.00112	0.08378	6e-05	0.90836	269.6426	3.4944	0.00098	0.07335	4e-05	0.54133	57.9216	2.6624	0.00015	0.01397	-0.00024
52	-0.17273	-69.23865	-0.65365	-0.00109	-0.02898	-0.00094	-0.67607	-532.45863	-5.33607	-0.00301	-0.1021	0.00014	0.05438	-39.56028	2.46361	-0.00048	-0.03023	-0.0008	-0.04916	509.12838	1.96444	0.00141	0.0566	0.00155	0.36129	-109.08889	-3.93722	0.00137	0.05673	-0.0005	0.15242	-490.23037	-1.21259	-0.00158	-0.03153	0.00044	-0.14362	-303.46347	3.27944	-0.00365	-0.11625	-0.00123	-0.4054	361.19159	-0.30317	0.0028	0.05725	-0.00091	-0.25703	-93.88222	-3.57889	-0.0	0.01558	0.00045	0.00622	-90.51556	1.57511	0.00104	0.03729	-0.00011	1.0509	236.59778	6.45361	0.00044	0.00775	-0.00135	-0.70086	-34.58444	-3.08333	-0.00123	-0.03925	-0.00014	-2.15422	427.24778	-7.36889	0.00202	0.0251	-0.00013	2.06686	-371.65556	7.44444	-0.00329	-0.08608	0.00019
53	0.05769	-41.2204	0.47452	-0.00164	-0.02146	-4e-05	-0.14778	238.46314	-0.38837	0.00263	0.02575	0.00013	-0.10046	-441.96323	-1.22923	-0.00341	-0.05006	-7e-05	0.06147	-486.10567	0.26865	-0.00483	-0.09016	-2e-05	-0.05558	-227.3122	-2.26569	-0.00175	-0.02284	-0.00014	0.0234	-146.60284	-0.57351	-0.00053	-0.02243	-0.00019	-0.13502	-254.42965	-0.10162	-0.00346	-0.07935	-3e-05	0.50081	549.56331	3.17319	0.0046	0.07933	1e-05	-0.09455	162.84527	0.30182	0.00225	0.05889	7e-05	-0.3174	72.3216	-0.75676	-0.00028	0.02294	-0.0002	-0.24669	132.1321	-1.69396	0.00476	0.10485	0.00029	-0.29185	-962.62507	1.33004	-0.01045	-0.23827	-0.00039	-1.1763	874.0226	-3.42096	0.00522	0.13644	0.00047	-0.24569	-419.8084	-3.03396	-0.00034	-0.02899	-0.00054
54	-0.41395	-6.51913	-1.76682	-0.00011	-0.0158	-0.00114	0.07715	-625.12556	0.04192	-0.00337	-0.07758	-0.00059	-0.16443	-152.93972	-0.58332	-0.00081	-0.03275	-0.00058	-0.01575	786.53323	-1.19752	0.00433	0.13299	0.00133	-0.05701	-264.35489	-1.88929	-0.00094	-0.03185	0.00012	-0.23636	-877.53963	-1.94471	-0.00443	-0.12145	-0.00137	0.41343	-253.58264	3.99176	-0.00135	-0.04735	0.00058	-0.22698	950.32778	-0.53811	0.00457	0.12028	-0.00114	0.46521	94.74333	1.17829	0.00125	0.05171	0.00068	-0.12992	-534.24756	0.78204	-0.00358	-0.12734	-0.0002	-0.22096	69.90694	-0.11749	0.00021	0.01085	-4e-05	-0.57916	618.1	-5.1176	0.00358	0.1109	0.00061	1.08359	-306.02722	3.85618	-0.00073	0.00551	-0.00034	-0.69588	-1299.74889	0.04284	-0.00733	-0.28948	0.00057
55	-0.25872	-329.43115	-2.25254	-0.00227	-0.03626	-0.00128	0.11686	-431.02565	-0.03449	-0.00443	-0.07429	-4e-05	-0.06121	380.15966	1.13401	0.00251	0.0439	-0.00056	-0.04171	-212.96032	-3.03273	0.00037	0.00552	-0.00134	0.00221	-260.21682	0.01218	-0.00085	-0.02751	0.00018	-0.19051	310.34419	0.03121	0.00018	-0.00555	0.00011	-0.07731	-518.56096	-0.34691	-0.00371	-0.07587	-0.00107	0.13611	-364.66329	1.86037	-0.0016	-0.04439	0.0009	0.14675	1109.0036	1.45107	0.008	0.1577	-0.00251	-0.26502	-247.14049	-2.77489	-0.0034	-0.0215	0.0055	0.30415	-209.83429	2.82684	-0.00298	-0.11775	0.00054	-0.2858	98.35116	-4.0936	0.00172	0.10033	-0.00143	0.30295	-693.44862	-0.52716	-0.00049	-0.01579	-0.00047	-0.3145	673.31538	2.58284	0.00368	-0.06107	-0.00677
56	-0.25369	345.81683	-2.54303	0.00096	0.04391	-0.0007	-0.41268	-15.44375	-2.2836	0.00105	0.02352	0.00049	0.26148	-19.9281	2.61323	-0.00013	-0.00266	-0.00047	-0.07667	-338.51233	0.70549	-0.00327	-0.08075	-0.00039	-0.47102	-356.4522	-4.7884	-0.0013	-0.04401	-8e-05	-0.36718	-385.65893	0.23129	-0.00234	-0.04825	0.00023	-0.03846	-522.00985	2.57765	-0.00381	-0.11929	0.0006	0.85614	-172.28531	-1.21103	-1e-05	-0.01067	-0.00054	0.44524	-89.86093	1.40873	1e-05	0.02295	0.00113	-0.42461	541.6192	-0.4764	0.00251	0.05565	-0.00154	0.64896	958.4399	4.2409	0.00565	0.15623	-0.00113	-0.98781	-65.27627	-4.87493	-0.00201	-0.05369	-0.00203	0.08174	-538.4036	0.7554	-0.00366	-0.08802	-0.00167	-3.66389	192.8384	-6.9136	-0.00134	-0.0992	-0.0001
